Usia,IPK,SKD,Wawancara,Mengajar,Lulus,Lokasi,Lektor
27,3.95,29.964,13.2,16.0,0,4353. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SASTRA JERMAN ,tidak
32,3.25,26.4,9.6,0.0,0,4353. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SASTRA JERMAN ,tidak
28,3.98,27.854,0.0,0.0,0,4353. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SASTRA JERMAN ,tidak
29,3.57,27.927,19.2,18.8,1,5819. UNIVERSITAS TADULAKO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.75,27.564,15.6,12.8,0,5819. UNIVERSITAS TADULAKO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.79,29.309,15.2,14.0,1,5819. UNIVERSITAS TADULAKO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
26,3.85,24.727,20.0,19.2,1,"3618. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
31,3.35,24.946,16.0,12.4,1,"3618. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
30,3.88,27.564,10.4,15.6,0,4414. UNIVERSITAS NEGERI MEDAN FAKULTAS BAHASA DAN SENI ,tidak
29,3.89,29.236,16.8,19.2,0,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
28,3.83,25.527,18.8,20.0,0,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
30,3.51,25.891,15.6,19.6,0,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
28,3.96,29.164,16.0,18.8,1,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
31,3.89,28.436,19.2,20.0,0,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
30,3.87,28.509,17.6,17.2,0,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",tidak
30,3.73,29.164,16.0,15.2,1,6147. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS PERTANIAN ,tidak
28,3.88,31.127,14.8,15.2,0,6147. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS PERTANIAN ,tidak
25,3.97,31.346,18.8,18.4,0,6147. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS PERTANIAN ,tidak
29,3.83,30.327,18.8,18.8,1,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
30,3.54,29.673,19.2,19.2,1,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.85,29.891,18.0,18.8,1,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
34,3.53,28.364,8.4,10.8,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
26,3.98,26.764,13.6,11.2,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.36,30.327,11.6,10.8,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
28,3.85,28.509,8.0,11.2,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
32,3.77,26.764,8.8,10.8,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
32,3.65,24.727,8.8,11.6,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
30,3.41,24.873,11.6,14.4,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.88,23.491,8.8,0.0,0,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
34,3.61,31.854,20.0,19.2,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.88,31.854,20.0,19.2,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.94,32.291,20.0,19.2,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.79,33.964,18.0,16.0,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.64,31.418,15.2,16.0,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.86,30.982,20.0,18.4,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.75,31.346,16.0,17.6,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.82,31.273,16.4,16.8,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
32,3.76,30.982,15.6,16.8,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.88,32.0,16.4,16.0,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
32,3.56,31.636,16.4,16.0,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.71,31.636,20.0,19.2,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
33,3.54,31.636,15.2,16.0,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.7,32.364,17.6,16.0,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
33,3.52,31.054,16.8,0.0,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
26,3.78,32.654,19.6,18.8,1,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.95,30.109,16.4,18.8,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.83,28.582,14.4,17.2,0,4518. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
32,3.38,27.927,16.4,15.6,1,5245. UNIVERSITAS RIAU FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.57,28.218,18.8,18.0,0,5245. UNIVERSITAS RIAU FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.66,27.273,18.8,0.0,0,5245. UNIVERSITAS RIAU FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.82,27.054,20.0,20.0,1,4236. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
29,3.9,26.182,7.2,9.2,0,4236. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
32,3.27,24.436,8.4,8.0,0,4236. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
32,3.95,31.2,17.2,15.2,1,3415. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
28,3.92,26.036,18.0,14.0,0,3415. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
28,3.46,29.891,19.6,19.6,1,1813. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI INFRASTRUKTUR DAN KEWILAYAHAN ,tidak
25,3.92,29.818,10.8,18.0,1,1813. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI INFRASTRUKTUR DAN KEWILAYAHAN ,tidak
23,3.83,31.346,0.0,0.0,0,1813. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI INFRASTRUKTUR DAN KEWILAYAHAN ,tidak
34,3.58,28.436,20.0,20.0,1,"4555. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
32,3.66,29.673,9.6,11.6,0,"4555. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
31,3.71,30.182,10.4,10.0,1,"4555. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
25,3.83,36.291,13.6,10.4,1,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
32,3.78,29.964,18.8,17.6,1,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
29,3.92,27.854,10.8,5.6,0,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
34,3.19,29.091,10.0,9.6,0,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
30,3.23,28.436,8.8,7.2,0,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
30,3.76,26.764,17.6,16.0,1,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
30,3.85,35.636,18.8,18.0,0,1753. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,tidak
26,3.66,27.418,16.8,14.4,0,"5881. UNIVERSITAS TANJUNGPURA FAKULTAS PERTANIAN 1
",tidak
25,3.77,30.4,17.6,14.0,1,"4554. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 1
",tidak
30,3.6,31.346,19.2,20.0,0,"4554. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 1
",tidak
32,3.46,30.327,20.0,19.2,1,"2340. POLITEKNIK NEGERI MALANG JURUSAN AKUNTANSI 1
",tidak
32,3.68,30.836,18.4,14.4,0,"2340. POLITEKNIK NEGERI MALANG JURUSAN AKUNTANSI 1
",tidak
33,3.48,30.473,0.0,0.0,0,"2340. POLITEKNIK NEGERI MALANG JURUSAN AKUNTANSI 1
",tidak
33,3.87,32.873,18.8,20.0,1,3087. UNIVERSITAS BRAWIJAYA FAKULTAS KEDOKTERAN HEWAN ,tidak
28,3.57,31.927,16.8,14.4,0,3087. UNIVERSITAS BRAWIJAYA FAKULTAS KEDOKTERAN HEWAN ,tidak
29,3.84,30.182,16.4,15.2,0,3087. UNIVERSITAS BRAWIJAYA FAKULTAS KEDOKTERAN HEWAN ,tidak
28,3.35,26.618,17.6,16.8,1,4946. UNIVERSITAS PATTIMURA FAKULTAS EKONOMI DAN BISNIS ,tidak
26,3.88,30.036,16.4,17.6,0,4946. UNIVERSITAS PATTIMURA FAKULTAS EKONOMI DAN BISNIS ,tidak
29,3.73,31.782,18.8,19.2,1,4666. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.57,33.891,10.8,8.8,0,4666. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS ILMU PENDIDIKAN ,tidak
31,3.69,31.346,0.0,0.0,0,4666. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.9,30.473,16.0,18.4,1,4666. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS ILMU PENDIDIKAN ,tidak
26,3.94,25.018,12.8,12.4,1,"4309. UNIVERSITAS NEGERI MAKASSAR FAKULTAS TEKNIK 1
",tidak
34,3.75,29.382,20.0,20.0,1,2763. POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN JURUSAN TEKNOLOGI BUDIDAYA PERIKANAN ,tidak
25,3.92,29.382,19.2,15.2,0,2763. POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN JURUSAN TEKNOLOGI BUDIDAYA PERIKANAN ,tidak
28,3.91,29.673,15.2,13.2,0,2763. POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN JURUSAN TEKNOLOGI BUDIDAYA PERIKANAN ,tidak
27,3.83,30.109,20.0,19.2,1,5542. UNIVERSITAS SRIWIJAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
25,3.19,27.564,16.4,14.8,1,"2354. POLITEKNIK NEGERI MALANG JURUSAN TEKNIK SIPIL 6
",tidak
25,3.98,25.527,16.4,10.8,1,"2354. POLITEKNIK NEGERI MALANG JURUSAN TEKNIK SIPIL 6
",tidak
28,3.86,27.564,0.0,12.0,0,"2354. POLITEKNIK NEGERI MALANG JURUSAN TEKNIK SIPIL 6
",tidak
30,3.76,26.109,12.0,14.8,1,1828. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,tidak
30,3.78,27.564,14.0,13.2,1,1828. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,tidak
29,3.76,31.927,17.6,18.4,1,5574. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU KESEHATAN ,tidak
25,3.99,30.4,19.2,18.8,1,5574. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU KESEHATAN ,tidak
26,3.98,32.218,16.0,14.4,0,5574. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU KESEHATAN ,tidak
31,3.77,26.327,17.6,12.8,0,5574. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU KESEHATAN ,tidak
27,3.85,25.382,15.2,12.8,0,5574. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU KESEHATAN ,tidak
26,3.7,25.018,14.4,16.0,0,2249. POLITEKNIK NEGERI KUPANG JURUSAN TEKNIK ELEKTRO ,tidak
28,3.63,29.382,18.4,18.0,1,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.52,27.782,10.8,14.0,1,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
34,3.49,28.873,12.4,12.0,1,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
30,3.89,28.509,12.8,12.4,1,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
32,3.77,30.473,18.8,18.0,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.83,28.291,19.2,19.2,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
33,3.51,28.8,18.0,14.8,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.72,28.218,11.6,9.2,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.73,30.982,11.2,14.0,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
34,3.8,30.254,11.6,8.8,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.78,28.073,11.2,10.4,0,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.71,27.418,10.8,11.2,1,4431. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU KEOLAHRAGAAN ,tidak
34,3.56,28.873,18.4,18.0,1,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.79,27.854,19.6,19.2,1,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.72,28.291,14.0,14.0,0,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,3.62,26.982,12.4,10.0,0,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.78,27.2,13.6,12.0,0,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.66,28.436,15.6,15.2,1,5604. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.83,26.327,13.2,12.8,1,5679. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.77,27.709,13.6,12.4,0,5679. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
32,3.58,24.582,18.8,18.8,0,5679. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.22,26.182,19.6,15.6,1,"3216. UNIVERSITAS JAMBI FAKULTAS EKONOMI DAN BISNIS 1
",tidak
30,3.35,30.036,16.8,14.4,0,"3216. UNIVERSITAS JAMBI FAKULTAS EKONOMI DAN BISNIS 1
",tidak
34,3.73,26.836,17.2,17.2,1,3752. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.55,29.382,13.2,12.4,0,3752. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.59,28.509,11.6,14.0,0,3752. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
25,3.8,23.927,18.4,15.2,1,4814. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,3.78,28.0,18.0,14.8,0,4814. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,3.32,24.146,16.8,18.4,0,4814. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.72,30.691,14.0,8.4,0,5285. UNIVERSITAS RIAU FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.8,30.327,13.6,7.2,0,5285. UNIVERSITAS RIAU FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.64,29.818,12.8,8.0,0,5285. UNIVERSITAS RIAU FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
27,3.39,28.0,20.0,20.0,1,3124. UNIVERSITAS CENDERAWASIH FAKULTAS EKONOMI DAN BISNIS ,tidak
32,3.67,25.164,20.0,20.0,1,3124. UNIVERSITAS CENDERAWASIH FAKULTAS EKONOMI DAN BISNIS ,tidak
34,3.38,24.873,20.0,20.0,1,3124. UNIVERSITAS CENDERAWASIH FAKULTAS EKONOMI DAN BISNIS ,tidak
26,3.82,31.636,16.4,18.0,1,5936. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
24,3.89,30.691,16.8,18.4,0,5936. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
30,3.74,30.909,14.8,16.8,0,5936. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
29,3.98,32.218,17.2,16.4,1,2910. UNIVERSITAS BANGKA BELITUNG FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.87,28.364,15.2,14.0,0,2910. UNIVERSITAS BANGKA BELITUNG FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
24,3.99,28.291,19.6,20.0,1,4232. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
29,3.77,26.909,7.6,11.2,0,4232. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
29,3.31,31.127,17.6,18.0,1,1805. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI INFRASTRUKTUR DAN KEWILAYAHAN ,tidak
32,3.87,29.164,20.0,16.0,1,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
31,3.89,26.836,10.8,9.6,1,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
28,3.78,28.582,9.6,10.4,0,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
27,3.72,29.527,20.0,18.0,0,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
25,3.91,29.018,9.6,10.8,0,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
31,3.66,30.036,10.8,10.8,0,3181. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ILMU KOMUNIKASI ,tidak
32,3.54,33.309,18.0,17.6,1,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
29,3.88,32.291,18.4,18.8,1,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
26,3.67,25.527,12.4,15.2,0,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
27,3.69,31.054,16.4,12.4,0,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
33,3.51,26.254,12.8,12.0,0,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
30,3.79,28.218,16.0,15.2,1,2017. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK INFORMATIKA ,tidak
34,3.55,31.491,14.4,12.4,1,"2930. UNIVERSITAS BANGKA BELITUNG FAKULTAS TEKNIK 3
",tidak
30,3.22,27.636,20.0,20.0,1,"2930. UNIVERSITAS BANGKA BELITUNG FAKULTAS TEKNIK 3
",tidak
32,3.64,25.746,12.0,12.0,0,"2930. UNIVERSITAS BANGKA BELITUNG FAKULTAS TEKNIK 3
",tidak
33,3.78,33.382,18.8,18.0,1,4092. UNIVERSITAS NEGERI GORONTALO FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.75,28.8,18.8,20.0,0,4092. UNIVERSITAS NEGERI GORONTALO FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.0,28.946,17.2,19.2,0,4092. UNIVERSITAS NEGERI GORONTALO FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
29,3.5,27.564,16.0,15.2,1,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,tidak
28,3.4,25.236,16.8,15.2,1,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,tidak
35,3.43,25.091,12.4,13.2,1,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,tidak
34,3.38,24.582,17.2,15.6,0,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,tidak
30,3.81,26.982,15.2,14.8,0,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,tidak
34,3.9,30.909,20.0,20.0,1,6193. UNIVERSITAS UDAYANA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
29,3.9,30.764,10.8,6.8,0,6193. UNIVERSITAS UDAYANA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
29,3.91,31.127,12.8,6.4,0,6193. UNIVERSITAS UDAYANA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
34,3.68,28.146,18.8,16.4,1,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
30,3.86,28.146,15.2,12.4,1,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
29,3.43,26.327,16.4,12.0,0,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
25,3.8,28.291,17.6,15.2,0,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
27,3.22,24.218,14.0,12.0,0,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
27,3.9,28.436,0.0,0.0,0,4825. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.73,31.2,18.4,18.0,1,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.57,31.636,14.8,15.2,0,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
35,3.82,30.909,19.2,14.4,0,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.91,29.964,18.0,15.6,1,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.8,28.073,17.6,18.4,0,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.93,25.673,18.8,16.0,0,5922. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.6,29.818,19.2,17.6,1,"3293. UNIVERSITAS JEMBER FAKULTAS HUKUM 2
",tidak
29,3.52,28.073,6.4,6.0,0,"3293. UNIVERSITAS JEMBER FAKULTAS HUKUM 2
",tidak
29,3.0,28.073,5.6,6.0,0,"3293. UNIVERSITAS JEMBER FAKULTAS HUKUM 2
",tidak
31,3.67,27.491,11.6,11.6,1,5978. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
33,3.9,26.982,16.4,16.8,1,5978. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
30,3.3,23.927,17.2,15.6,0,5978. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
32,3.38,26.982,20.0,19.2,0,5978. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
28,3.92,28.291,14.4,14.0,0,5978. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,tidak
32,3.46,28.0,18.0,18.4,1,"6090. UNIVERSITAS TIMOR FAKULTAS PERTANIAN 1
",tidak
28,3.33,27.346,17.6,16.4,0,"6090. UNIVERSITAS TIMOR FAKULTAS PERTANIAN 1
",tidak
27,3.57,33.746,18.8,16.4,0,"6090. UNIVERSITAS TIMOR FAKULTAS PERTANIAN 1
",tidak
32,3.59,32.364,19.2,18.4,1,4204. UNIVERSITAS NEGERI JAKARTA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
